timestep,group,group_members,MSEUr,DTUr,sched_members,sched_members_complete,decision,reward
310,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.948
311,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 3, 5], [0, 4, 6]]","[[1, 2, 3, 5], [0, 4, 6]]","dec(G0, Q3, 50)",0.722
312,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 3, 6], [0, 1, 4, 5]]","[[2, 3, 6], [0, 1, 4, 5]]","dec(G0, Q2, 50)",0.649
313,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 6], [0, 1, 3, 4, 5]]","[[2, 6], [0, 1, 3, 4, 5]]","dec(G0, Q1, 25)",0.593
314,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 3, 4, 5, 6], [0, 2]]","[[1, 3, 4, 5, 6], [0, 2]]","inc(G0, Q4, 75)",0.778
315,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.944
316,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 4, 5, 6], [2, 3]]","[[0, 1, 4, 5, 6], [2, 3]]","dec(G0, Q4, 75)",0.787
317,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 1, 3, 4, 5, 6], [2]]","inc(G0, Q4, 75)",0.88
318,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 4, 6], [0, 2, 3, 5]]","[[1, 4, 6], [0, 2, 3, 5]]","dec(G0, Q2, 50)",0.659
319,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.94
320,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.929
321,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2, 3, 4, 6], [1, 5]]","[[0, 2, 3, 4, 6], [1, 5]]","dec(G0, Q3, 75)",0.791
322,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.614
323,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.528
324,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 5, 6], [4]]","[[0, 1, 2, 3, 5, 6], [4]]","inc(G0, Q4, 75)",0.879
325,0,"[0, 1, 2, 3, 4, 5, 6]","dec(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.954
326,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","dec(G0, Q4, 75)",0.866
327,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q1)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.96
328,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q1)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.946
329,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[2, 3, 4, 5, 6], [0, 1]]","[[2, 3, 4, 5, 6], [0, 1]]","dec(G0, Q3, 75)",0.817
330,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.955
331,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[1, 2, 3], [0, 4, 5, 6]]","[[1, 2, 3], [0, 4, 5, 6]]","dec(G0, Q2, 50)",0.653
332,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[3, 6], [0, 1, 2, 4, 5]]","[[3, 6], [0, 1, 2, 4, 5]]","dec(G0, Q1, 25)",0.6
333,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 3, 6], [1, 2, 4, 5]]","[[0, 3, 6], [1, 2, 4, 5]]","inc(G0, Q2, 50)",0.665
334,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 3, 6], [1, 2, 4, 5]]","[[0, 3, 6], [1, 2, 4, 5]]","const(G0, Q2, 50)",0.666
335,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[3, 6], [0, 1, 2, 4, 5]]","[[3, 6], [0, 1, 2, 4, 5]]","dec(G0, Q1, 25)",0.6
336,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[2, 3, 4, 5], [0, 1, 6]]","[[2, 3, 4, 5], [0, 1, 6]]","inc(G0, Q3, 50)",0.735
337,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.585
338,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.592
339,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.96
340,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 3, 4, 6], [2, 5]]","[[0, 1, 3, 4, 6], [2, 5]]","dec(G0, Q3, 75)",0.815
341,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.952
342,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 5], [3, 4, 6]]","[[0, 1, 2, 5], [3, 4, 6]]","dec(G0, Q3, 50)",0.715
343,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.949
344,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[1, 2, 4], [0, 3, 5, 6]]","[[1, 2, 4], [0, 3, 5, 6]]","dec(G0, Q2, 50)",0.654
345,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 5], [2, 3, 4, 6]]","[[0, 1, 5], [2, 3, 4, 6]]","const(G0, Q2, 50)",0.646
346,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","inc(G0, Q4, 75)",0.865
347,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.946
348,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.947
349,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[1, 4, 5], [0, 2, 3, 6]]","[[1, 4, 5], [0, 2, 3, 6]]","dec(G0, Q2, 50)",0.653
350,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.949
351,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","const(DTUr, Q4)","[[0], [1, 2, 3, 4, 5, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.534
352,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.949
353,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.944
354,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 3, 5, 6], [0, 4]]","[[1, 2, 3, 5, 6], [0, 4]]","dec(G0, Q3, 75)",0.813
355,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.946
356,0,"[0, 1, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","dec(G0, Q4, 100)",0.717
356,1,[4],"dec(MSEUr, Q2)","inc(DTUr, Q4)","[[4], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G1, Q1, 100)",0.717
357,0,"[0, 1, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, Q4, 100)",0.714
357,1,[4],"const(MSEUr, Q2)","const(DTUr, Q4)","[[4], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G1, Q1, 100)",0.714
358,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.933
359,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 3, 4, 5, 6], [0, 2]]","[[1, 3, 4, 5, 6], [0, 2]]","dec(G0, Q3, 75)",0.807
360,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1, 2, 3, 4, 5, 6], [0]]","inc(G0, Q4, 75)",0.892
361,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 5, 6], [0, 3, 4]]","[[1, 2, 5, 6], [0, 3, 4]]","dec(G0, Q3, 50)",0.73
362,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 6], [4, 5]]","[[0, 1, 2, 3, 6], [4, 5]]","inc(G0, Q3, 75)",0.815
363,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 3, 6], [0, 4, 5]]","[[1, 2, 3, 6], [0, 4, 5]]","dec(G0, Q3, 50)",0.732
364,0,"[0, 1, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, Q4, 100)",0.722
364,1,[4],"dec(MSEUr, Q1)","const(DTUr, Q4)","[[4], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G1, Q1, 100)",0.722
365,0,"[0, 1, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, Q4, 100)",0.723
365,1,[4],"const(MSEUr, Q1)","const(DTUr, Q4)","[[4], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G1, Q1, 100)",0.723
366,0,"[0, 1, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, Q4, 100)",0.721
366,1,[4],"const(MSEUr, Q1)","const(DTUr, Q4)","[[4], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G1, Q1, 100)",0.721
367,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 3, 4, 5, 6], [0, 2]]","[[1, 3, 4, 5, 6], [0, 2]]","dec(G0, Q3, 75)",0.807
368,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.945
369,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.944
370,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 4, 6], [2, 3, 5]]","[[0, 1, 4, 6], [2, 3, 5]]","dec(G0, Q3, 50)",0.729
371,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 4, 5, 6], [3]]","[[0, 1, 2, 4, 5, 6], [3]]","inc(G0, Q4, 75)",0.871
372,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 3], [0, 4, 5, 6]]","[[1, 2, 3], [0, 4, 5, 6]]","dec(G0, Q2, 50)",0.667
373,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 4, 5, 6], [3]]","[[0, 1, 2, 4, 5, 6], [3]]","inc(G0, Q4, 75)",0.869
374,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 4], [0, 2, 3, 5, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.586
375,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 4, 5], [3, 6]]","[[0, 1, 2, 4, 5], [3, 6]]","inc(G0, Q3, 75)",0.784
376,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 2, 3, 5, 6], [1, 4]]","[[0, 2, 3, 5, 6], [1, 4]]","const(G0, Q3, 75)",0.809
377,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 4, 5], [0, 2, 3, 6]]","[[1, 4, 5], [0, 2, 3, 6]]","dec(G0, Q2, 50)",0.644
378,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 3, 4, 6], [1, 2, 5]]","[[0, 3, 4, 6], [1, 2, 5]]","inc(G0, Q3, 50)",0.732
379,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3, 5], [0, 1, 2, 4, 6]]","[[3, 5], [0, 1, 2, 4, 6]]","dec(G0, Q1, 25)",0.599
380,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 3, 4, 5], [1, 2, 6]]","[[0, 3, 4, 5], [1, 2, 6]]","inc(G0, Q3, 50)",0.726
381,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.933
382,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 4], [0, 1, 3, 5, 6]]","[[2, 4], [0, 1, 3, 5, 6]]","dec(G0, Q1, 25)",0.582
383,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 5], [4, 6]]","[[0, 1, 2, 3, 5], [4, 6]]","inc(G0, Q3, 75)",0.79
384,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 3, 4], [0, 1, 5, 6]]","[[2, 3, 4], [0, 1, 5, 6]]","dec(G0, Q2, 50)",0.65
385,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.926
386,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.945
387,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.935
388,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 3, 5], [0, 1, 4, 6]]","[[2, 3, 5], [0, 1, 4, 6]]","dec(G0, Q2, 50)",0.652
389,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.942
390,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.932
391,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.928
392,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2, 4, 5, 6], [1, 3]]","[[0, 2, 4, 5, 6], [1, 3]]","dec(G0, Q3, 75)",0.77
393,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.927
394,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.926
395,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.94
396,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 4], [0, 3, 5, 6]]","[[1, 2, 4], [0, 3, 5, 6]]","dec(G0, Q2, 50)",0.658
397,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.919
398,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.601
399,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 3, 5], [0, 4, 6]]","[[1, 2, 3, 5], [0, 4, 6]]","inc(G0, Q3, 50)",0.728
400,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.939
401,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.93
402,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 3], [2, 4, 5, 6]]","[[0, 1, 3], [2, 4, 5, 6]]","dec(G0, Q2, 50)",0.665
403,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.922
404,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.925
405,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 3], [2, 4, 5, 6]]","[[0, 1, 3], [2, 4, 5, 6]]","dec(G0, Q2, 50)",0.669
406,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.926
407,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 4, 5, 6], [0, 1, 3]]","[[2, 4, 5, 6], [0, 1, 3]]","dec(G0, Q3, 50)",0.709
408,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 3, 6], [1, 2, 4, 5]]","[[0, 3, 6], [1, 2, 4, 5]]","dec(G0, Q2, 50)",0.66
409,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.934
410,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.92
411,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.92
412,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.93
413,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.916
414,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.912
415,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2, 3, 4, 5, 6], [1]]","[[0, 2, 3, 4, 5, 6], [1]]","dec(G0, Q4, 75)",0.852
416,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.93
417,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.923
418,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.917
419,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.53
420,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.943
421,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.931
422,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.934
423,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, MAX, 100)",0.927
